school_id,county,subcounty,ward,school,parasite,positive_cases,total_students_tested,prevalence,lng,lat,prv_ctg
4010133,Meru,Buuri,Kisima,Ndurumuru,dipstick haematobium,0,48,0,37.3825311,0.1354345,<2%
4010133,Meru,Buuri,Kisima,Ndurumuru,Ascaris lumbricoides,0,32,0,37.3825311,0.1354345,<2%
4010133,Meru,Buuri,Kisima,Ndurumuru,Taenia saginata,0,32,0,37.3825311,0.1354345,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,Ascaris lumbricoides,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,dipstick haematobium,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,Taenia saginata,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,trichuris,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,S.mansoni,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,Taenia solium,0,32,0,37.6567444,0.168658,<2%
4010141,Meru,Buuri,Ruiri/Rwarera,Kanthungu,Hookworm,0,32,0,37.6567444,0.168658,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,Taenia saginata,0,32,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,Hookworm,0,32,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,Ascaris lumbricoides,0,32,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,trichuris,0,32,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,S.mansoni,0,32,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,dipstick haematobium,0,31,0,37.6214755,0.1464728,<2%
4010142,Meru,Buuri,Ruiri/Rwarera,Mutuuma,Taenia solium,0,32,0,37.6214755,0.1464728,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,dipstick haematobium,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,S.mansoni,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,Taenia solium,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,Hookworm,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,Taenia saginata,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,trichuris,0,32,0,37.6139158,0.2274225,<2%
4010143,Meru,Buuri,Ruiri/Rwarera,Marere,Ascaris lumbricoides,0,32,0,37.6139158,0.2274225,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,trichuris,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,dipstick haematobium,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,Taenia solium,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,Hookworm,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,S.mansoni,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,Ascaris lumbricoides,0,32,0,37.1407479,0.0298365,<2%
4010151,Meru,Buuri,Timau,Ontulili Ccm,Taenia saginata,0,32,0,37.1407479,0.0298365,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,S.mansoni,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,dipstick haematobium,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,trichuris,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,Taenia solium,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,Hookworm,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,Ascaris lumbricoides,0,32,0,37.2172015,0.0624838,<2%
4010152,Meru,Buuri,Timau,Mutethia Deb,Taenia saginata,0,32,0,37.2172015,0.0624838,<2%
4010153,Meru,Buuri,Timau,Kiranga,Ascaris lumbricoides,0,32,0,37.1086704,0.0227408,<2%
4010153,Meru,Buuri,Timau,Kiranga,trichuris,0,32,0,37.1086704,0.0227408,<2%
4010153,Meru,Buuri,Timau,Kiranga,Taenia solium,0,32,0,37.1086704,0.0227408,<2%
4010153,Meru,Buuri,Timau,Kiranga,Hookworm,0,32,0,37.1086704,0.0227408,<2%
4010153,Meru,Buuri,Timau,Kiranga,dipstick haematobium,1,32,0.03125,37.1086704,0.0227408,2%-<10%
4010153,Meru,Buuri,Timau,Kiranga,Taenia saginata,0,32,0,37.1086704,0.0227408,<2%
4010153,Meru,Buuri,Timau,Kiranga,S.mansoni,0,32,0,37.1086704,0.0227408,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,S.mansoni,0,32,0,37.6804643,-0.0428227,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,Taenia solium,0,32,0,37.6804643,-0.0428227,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,dipstick haematobium,1,32,0.03125,37.6804643,-0.0428227,2%-<10%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,trichuris,0,32,0,37.6804643,-0.0428227,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,Taenia saginata,0,32,0,37.6804643,-0.0428227,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,Hookworm,0,32,0,37.6804643,-0.0428227,<2%
4010211,Meru,Central Imenti,Abothuguchi Central,Rware,Ascaris lumbricoides,0,32,0,37.6804643,-0.0428227,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,Hookworm,0,32,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,trichuris,0,32,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,dipstick haematobium,0,31,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,Taenia solium,0,32,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,Ascaris lumbricoides,0,32,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,Taenia saginata,0,32,0,37.6953733,-0.0477667,<2%
4010212,Meru,Central Imenti,Abothuguchi Central,Kirirwa,S.mansoni,0,32,0,37.6953733,-0.0477667,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,Taenia solium,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,dipstick haematobium,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,Hookworm,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,Ascaris lumbricoides,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,Taenia saginata,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,trichuris,0,32,0,37.6919246,-0.0403459,<2%
4010213,Meru,Central Imenti,Abothuguchi Central,Gitauga,S.mansoni,0,32,0,37.6919246,-0.0403459,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,dipstick haematobium,2,32,0.0625,37.6352224,-0.0320728,2%-<10%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,trichuris,0,32,0,37.6352224,-0.0320728,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,Taenia saginata,0,32,0,37.6352224,-0.0320728,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,Hookworm,0,32,0,37.6352224,-0.0320728,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,S.mansoni,0,32,0,37.6352224,-0.0320728,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,Ascaris lumbricoides,0,32,0,37.6352224,-0.0320728,<2%
4010221,Meru,Central Imenti,Abothuguchi West,M.c.k Kibari,Taenia solium,0,32,0,37.6352224,-0.0320728,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,Taenia solium,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,S.mansoni,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,Ascaris lumbricoides,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,dipstick haematobium,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,trichuris,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,Taenia saginata,0,30,0,37.6199839,-0.0206175,<2%
4010222,Meru,Central Imenti,Abothuguchi West,Kaguma,Hookworm,0,30,0,37.6199839,-0.0206175,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,Taenia solium,0,33,0,37.5673417,-0.0279288,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,S.mansoni,1,33,0.0303030303030303,37.5673417,-0.0279288,2%-<10%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,Taenia saginata,0,33,0,37.5673417,-0.0279288,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,Hookworm,0,33,0,37.5673417,-0.0279288,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,Ascaris lumbricoides,0,33,0,37.5673417,-0.0279288,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,trichuris,0,33,0,37.5673417,-0.0279288,<2%
4010223,Meru,Central Imenti,Abothuguchi West,Deb Kioru,dipstick haematobium,0,33,0,37.5673417,-0.0279288,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,S.mansoni,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,Hookworm,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,Taenia solium,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,trichuris,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,dipstick haematobium,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,Ascaris lumbricoides,0,32,0,37.613432,0.0209466,<2%
4010224,Meru,Central Imenti,Abothuguchi West,Kianthumbi,Taenia saginata,0,32,0,37.613432,0.0209466,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,trichuris,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,dipstick haematobium,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,S.mansoni,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,Taenia saginata,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,Hookworm,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,Taenia solium,0,14,0,37.7884889,-0.0779633,<2%
4010231,Meru,Central Imenti,Kiagu,Mpindi,Ascaris lumbricoides,0,14,0,37.7884889,-0.0779633,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,Taenia saginata,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,Ascaris lumbricoides,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,dipstick haematobium,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,S.mansoni,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,trichuris,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,Taenia solium,0,32,0,37.8496701,-0.0440454,<2%
4010232,Meru,Central Imenti,Kiagu,Pcea Gikuuru,Hookworm,0,32,0,37.8496701,-0.0440454,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,Taenia saginata,0,33,0,37.7956701,-0.0963383,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,trichuris,0,33,0,37.7956701,-0.0963383,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,Hookworm,0,33,0,37.7956701,-0.0963383,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,Taenia solium,0,33,0,37.7956701,-0.0963383,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,dipstick haematobium,0,32,0,37.7956701,-0.0963383,<2%
4010233,Meru,Central Imenti,Kiagu,Matetu,S.mansoni,7,33,0.212121212121212,37.7956701,-0.0963383,10%-<50%
4010233,Meru,Central Imenti,Kiagu,Matetu,Ascaris lumbricoides,0,33,0,37.7956701,-0.0963383,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,S.mansoni,5,32,0.15625,37.8246536,-0.0987445,10%-<50%
4010234,Meru,Central Imenti,Kiagu,Rikana,Taenia saginata,0,32,0,37.8246536,-0.0987445,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,Hookworm,0,32,0,37.8246536,-0.0987445,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,trichuris,0,32,0,37.8246536,-0.0987445,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,dipstick haematobium,0,32,0,37.8246536,-0.0987445,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,Ascaris lumbricoides,0,32,0,37.8246536,-0.0987445,<2%
4010234,Meru,Central Imenti,Kiagu,Rikana,Taenia solium,0,32,0,37.8246536,-0.0987445,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,Taenia solium,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,trichuris,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,Hookworm,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,Taenia saginata,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,S.mansoni,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,Ascaris lumbricoides,0,34,0,37.7997735,-0.0208654,<2%
4010241,Meru,Central Imenti,Mwanganthia,Ucheru Ccm,dipstick haematobium,1,34,0.0294117647058824,37.7997735,-0.0208654,2%-<10%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,Ascaris lumbricoides,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,Hookworm,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,Taenia solium,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,S.mansoni,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,trichuris,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,Taenia saginata,0,32,0,37.7364163,-0.0736014,<2%
4010242,Meru,Central Imenti,Mwanganthia,Kiija,dipstick haematobium,0,32,0,37.7364163,-0.0736014,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,dipstick haematobium,0,33,0,37.8192432,-0.0099003,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,trichuris,0,33,0,37.8192432,-0.0099003,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,S.mansoni,2,33,0.0606060606060606,37.8192432,-0.0099003,2%-<10%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,Taenia saginata,0,33,0,37.8192432,-0.0099003,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,Taenia solium,0,33,0,37.8192432,-0.0099003,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,Hookworm,0,33,0,37.8192432,-0.0099003,<2%
4010243,Meru,Central Imenti,Mwanganthia,Njuthine,Ascaris lumbricoides,0,33,0,37.8192432,-0.0099003,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,trichuris,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,S.mansoni,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,dipstick haematobium,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,Taenia saginata,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,Ascaris lumbricoides,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,Taenia solium,0,32,0,37.7074483,-0.0356017,<2%
4010244,Meru,Central Imenti,Mwanganthia,Kiamakoro,Hookworm,0,32,0,37.7074483,-0.0356017,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,Taenia saginata,0,31,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,Taenia solium,0,31,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,Hookworm,0,31,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,trichuris,0,31,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,S.mansoni,0,31,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,dipstick haematobium,0,32,0,37.9390987,0.2847428,<2%
4010311,Meru,Igembecentral,Akirang Ondu,Mwerongai,Ascaris lumbricoides,6,31,0.193548387096774,37.9390987,0.2847428,10%-<50%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,trichuris,0,32,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,Hookworm,0,32,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,S.mansoni,0,32,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,Ascaris lumbricoides,0,32,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,dipstick haematobium,0,30,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,Taenia saginata,0,32,0,37.9059906,0.3322826,<2%
4010312,Meru,Igembecentral,Akirang Ondu,Limbuku,Taenia solium,0,32,0,37.9059906,0.3322826,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,Taenia solium,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,S.mansoni,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,Ascaris lumbricoides,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,trichuris,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,dipstick haematobium,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,Taenia saginata,0,32,0,37.9454061,0.2899393,<2%
4010313,Meru,Igembecentral,Akirang Ondu,Nyumba Ya Itui,Hookworm,0,32,0,37.9454061,0.2899393,<2%
4010321,Meru,Igembecentral,Athiru Ruujine,Athiru Rujine,S.mansoni,0,32,0,37.9663487,0.3018361,<2%
4010321,Meru,Igembecentral,Athiru Ruujine,Athiru Rujine,Hookworm,0,32,0,37.9663487,0.3018361,<2%
4010321,Meru,Igembecentral,Athiru Ruujine,Athiru Rujine,trichuris,0,32,0,37.9663487,0.3018361,<2%
